_;x;x;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;x;x;x;x;x;x;x;_;_;_;_;x;x;x;x;x;x;x;x;x;x;x;_;_;x;x;x;x;x;x;x;_;x;x;x;x;x;x;x;x;_;_;_;x;x;x;x;x;x;_;_;_;_;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;_;_;_;_;_;_;
x;x;.;.;.;x;_;_;_;_;_;_;_;_;_;_;_;x;x;.;.;.;.;.;.;x;x;_;_;x;x;.;.;.;.;.;.;.;.;.;x;x;x;x;.;.;.;.;.;x;x;x;.;.;.;.;.;.;x;x;_;x;x;.;.;.;.;x;_;_;x;x;x;.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;_;_;_;_;_;_;
x;.;.;.;.;x;_;_;_;_;_;_;_;_;_;_;_;x;.;.;.;.;.;.;.;.;x;_;x;x;.;.;.;.;.;.;.;.;.;.;x;.;x;x;.;.;.;.;.;.;x;x;x;.;.;.;.;.;.;x;_;x;.;.;.;.;.;x;_;_;x;.;.;.;.;.;.;.;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;x;_;x;x;x;x;x;
x;x;x;.;x;x;_;_;_;_;_;_;_;_;_;_;_;x;.;.;.;.;.;.;.;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;x;x;x;.;.;.;.;.;.;.;x;_;x;.;.;.;.;x;x;x;_;x;x;.;.;.;.;x;_;_;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;.;.;.;x;
_;_;x;x;x;_;_;_;_;_;_;_;x;x;x;x;x;x;x;.;.;.;.;.;.;.;.;x;x;.;r;.;.;.;.;.;.;.;.;.;x;_;x;x;.;.;.;.;.;.;x;_;x;x;x;x;.;x;x;x;x;x;x;x;.;x;x;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;x;
_;_;_;x;x;x;x;x;x;_;_;x;x;.;.;.;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;_;_;x;x;.;.;.;.;.;x;_;_;x;x;x;.;x;.;x;.;x;x;x;x;x;x;.;.;.;.;.;.;.;.;.;r;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x;.;x;x;.;.;.;.;x;
_;_;x;x;.;.;.;.;x;x;x;x;.;.;.;.;.;x;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;_;_;x;x;.;.;.;x;x;_;_;x;.;.;.;.;.;.;.;.;x;_;_;x;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;.;.;.;.;x;
_;x;x;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;x;.;x;x;x;.;.;.;.;.;.;.;x;x;.;.;.;.;.;x;x;x;.;x;x;_;x;x;.;.;.;.;x;x;x;x;.;.;.;.;.;.;.;.;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;r;.;.;.;x;_;_;_;x;x;.;.;.;x;
x;x;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;x;x;.;.;.;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;.;.;.;.;m;.;x;x;.;.;.;.;.;.;.;.;.;x;_;_;_;_;x;x;.;x;x;
x;.;.;.;.;.;.;.;.;.;.;.;x;x;x;.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;x;x;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;.;x;_;_;_;_;_;x;x;x;_;
